"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"83","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961361","U180255","MEDICAMENTOS",2019-01-01,2019-12-31,"35312040.72","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"343732","TFA140123GT4","TOTAL FARMA SA DE CV","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"84","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961325","U180240","MEDICAMENTOS",2019-01-01,2019-12-31,"100408040.6","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"85","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961331","U180241","MEDICAMENTOS",2019-01-01,2019-12-31,"185361603.3","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3721","BAX871207MN3","BAXTER SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"86","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961332","U180243","MEDICAMENTOS",2019-01-01,2019-12-31,"156357439.57","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"87","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961335","U180244","MEDICAMENTOS",2019-01-01,2019-12-31,"38362088.77","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"61939","CPE061212DK0","COMERCIALIZADORA PENTAMED SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"88","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961386","U180242","MEDICAMENTOS",2019-01-01,2019-12-31,"1719454.5","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"20107","CMA9901083WA","CASA MARZAM SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"89","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961345","U180247","MEDICAMENTOS",2019-01-01,2019-12-31,"9545093.25","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"579","FMA9301181B1","FARMACEUTICOS MAYPO, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"90","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961351","U180251","MEDICAMENTOS",2019-01-01,2019-12-31,"9652764.82","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"187","PEG860506CT9","PEGO, S.A. DE C.V.","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"91","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961357","U180252","MEDICAMENTOS",2019-01-01,2019-12-31,"15410124.72","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3715","PIS090420239","PRODUCTOS E INSUMOS PARA LA SALUD SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"92","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961359","U180253","MEDICAMENTOS",2019-01-01,2019-12-31,"30516581.76","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3687","PRO820519TM6","PROQUIGAMA, S.A. DE C.V.","Mediana","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"93","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1963052","U180269","MEDICAMENTOS",2019-01-01,2019-12-31,"6231156.48","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"25681","CHI990710I32","HISA FARMACEUTICA SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"94","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961379","U180267","MEDICAMENTOS",2019-01-01,2019-12-31,"34337636.36","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"95","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961342","U180245","MEDICAMENTOS",2019-01-01,2019-12-31,"51340102.96","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"96","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961346","U180248","MEDICAMENTOS",2019-01-01,2019-12-31,"19985918.51","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"97","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961349","U180249","MEDICAMENTOS",2019-01-01,2019-12-31,"28821250.7","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3708","MNE0409226K9","Marcas Nestle","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"98","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1961350","U180250","MEDICAMENTOS",2019-01-01,2019-12-31,"124326808.29","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"598","MES041206FD7","MESALUD, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"99","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804098","LA-050GYR047-E44-2018 MEDICAMENTOS MEDICAMENTOS NACIONAL CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E44-2018",2018-11-07,2018-10-11 16:19:00,2018-10-26 09:00:00,"Nacional","Adquisiciones","Licitación Pública","Electrónica","1963049","U180268","MEDICAMENTOS",2019-01-01,2019-12-31,"68160901.41","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"187","PEG860506CT9","PEGO, S.A. DE C.V.","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1570763","miércoles","jueves","viernes","martes","martes",NA,15,26,12,4,0,0
"100","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969439","U180287","BIOLOGICOS",2019-01-01,2019-12-31,"194764101","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"101","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969449","U180291","BIOLOGICOS",2019-01-01,2019-12-31,"193060012.87","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,NA,"LBR990311Q29","LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"102","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969451","U180292","BIOLOGICOS",2019-01-01,2019-12-31,"379368","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,NA,"LBR990311Q29","LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"103","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969445","U180290","BIOLOGICOS",2019-01-01,2019-12-31,"41890312.9","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"434","GFE061004F65","GRUPO FARMACOS ESPECIALIZADOS SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"104","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969447","U180288","BIOLOGICOS",2019-01-01,2019-12-31,"568030472.2","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,NA,"LBR990311Q29","LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"105","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR047","IMSS-DIVISION BIENES TERAPEUTICOS #050GYR047","ALMA ROSA MEDRANO DÍAZ","1804111","LA-050GYR047-E46-2018 BIOLOGICOS CONSOLIDADA","01. Licitación Pública LAASSP",NA,"LA-050GYR047-E46-2018",2018-11-28,2018-10-12 13:22:00,2018-11-22 10:00:00,"Internacional bajo TLC","Adquisiciones","Licitación Pública","Electrónica","1969448","U180289","BIOLOGICOS",2019-01-01,2019-12-31,"4370779.2","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,NA,"LBR990311Q29","LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1571041","miércoles","viernes","jueves","martes","martes",NA,41,46,6,2,0,0
"106","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1804272","LA-050GYR005-E202-2018 BOLETOS DE AVION","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E202-2018",2018-11-28,2018-11-06 16:11:00,2018-11-21 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970472","S8M0342","LA-050GYR005-E202-2018 BOLETOS DE AVION",2019-01-01,2020-01-01,"0","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"7408","VIA0711232T0","VIADAMIA S DE RL DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581037","miércoles","martes","miércoles","martes","miércoles",NA,15,21,7,3,3,0
"107","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1804272","LA-050GYR005-E202-2018 BOLETOS DE AVION","01. Licitación Pública LAASSP",NA,"LA-050GYR005-E202-2018",2018-11-28,2018-11-06 16:11:00,2018-11-21 10:00:00,"Nacional","Servicios","Licitación Pública","Mixta","1970477","S8M0341","LA-050GYR005-E202-2018 BOLETOS DE AVION",2019-01-01,2020-01-01,"215517.24","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"7408","VIA0711232T0","VIADAMIA S DE RL DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1581037","miércoles","martes","miércoles","martes","miércoles",NA,15,21,7,3,3,0
"108","GE","SON","SON-Instituto Tecnológico de Sonora","926014991","SON-Instituto Tecnológico de Sonora-Departamento de Adquisiciones y Servicios Generales #926014991","JAVIER ROJAS TENORIO","1804355","CONTRATACIÓN DE LOS SERVICIOS DE FUMIGACIÓN DE INMUEBLES, RECOLECCIÓN Y TRASLADO","01. Licitación Pública LAASSP",NA,"LA-926014991-E53-2018",2018-11-01,2018-10-05 12:37:00,2018-10-25 11:00:00,"Nacional","Servicios","Licitación Pública","Presencial","1959891","18-035","CONTRATACIÓN DE LOS SERVICIOS DE FUMIGACIÓN DE INMUEBLES, RECOLECCIÓN Y TRASLADO AL RELLENO SANITARIO DE LOS RESIDUOS SÓLIDOS NO PELIGROSOS GENERADOS EN EL ITSON",2019-01-16,2020-01-19,"27600","MXN","Activo","0","11U006-S ORG DESCENT ESTATALES",2018-11-12,"No se utilizó el Contrato Marco","0","1",NA,"8245","RDR891221I38","RECOLECTORA DE DESECHOS Y RESIDUOS KING KONG, S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1567902","jueves","viernes","jueves","miércoles","domingo","lunes",20,26,7,10,23,0
